,Date,Open,High,Low,Close,Adj Close,Volume
3377,2010-12-20,67979.0,68196.0,67264.0,67264.0,67264.0,2352800.0
159,1998-05-18,10906.0,10908.0,10010.0,10205.0,10205.0,0.0
3495,2011-06-13,62701.0,62968.0,62022.0,62023.0,62023.0,1397200.0
784,2000-10-09,15946.0,15975.0,15617.0,15855.0,15855.0,0.0
2178,2006-02-27,,,,,,
5223,2018-05-25,80123.0,80629.0,78622.0,78898.0,78898.0,4650100.0
1153,2002-03-08,13783.0,13962.0,13767.0,13962.0,13962.0,0.0
1660,2004-02-17,22195.0,22520.0,22017.0,22426.0,22426.0,0.0
6019,2021-08-16,121191.0,121191.0,118684.0,119180.0,119180.0,9741700.0
671,2000-05-03,15525.0,15525.0,14980.0,15109.0,15109.0,0.0
3587,2011-10-24,55259.0,57226.0,55259.0,56892.0,56892.0,2656000.0
724,2000-07-17,16890.0,17395.0,16890.0,17388.0,17388.0,0.0
2838,2008-10-15,41567.0,41567.0,35411.0,36833.0,36833.0,2147000.0
1692,2004-04-01,22142.0,22769.0,22142.0,22647.0,22647.0,0.0
6079,2021-11-11,105988.0,108669.0,105988.0,107725.0,107725.0,12661400.0
5740,2020-06-30,95728.0,96257.0,94806.0,95056.0,95056.0,10144500.0
5358,2018-12-11,85918.0,87520.0,85583.0,86420.0,86420.0,4390100.0
3826,2012-10-09,59319.0,59697.0,58616.0,58939.0,58939.0,3146400.0
6120,2022-01-12,103779.0,105869.0,103771.0,105686.0,105686.0,13026500.0
4685,2016-04-07,48099.0,48940.0,48099.0,48513.0,48513.0,3059900.0
4432,2015-03-26,51835.0,51835.0,50528.0,50580.0,50580.0,3638500.0
3010,2009-06-29,51488.0,52275.0,51488.0,52138.0,52138.0,1052800.0
4114,2013-12-10,51167.0,51334.0,50956.0,50993.0,50993.0,2128000.0
4778,2016-08-18,59324.0,59418.0,58829.0,59166.0,59166.0,3608700.0
6155,2022-03-04,115166.0,115166.0,113389.0,114474.0,114474.0,10715700.0
4076,2013-10-15,54176.0,55190.0,54053.0,54981.0,54981.0,8575300.0
5546,2019-09-16,103496.0,104005.0,102782.0,103680.0,103680.0,6038700.0
1641,2004-01-21,23680.0,23680.0,23213.0,23302.0,23302.0,0.0
5529,2019-08-22,101209.0,101469.0,100011.0,100011.0,100011.0,4495500.0
3517,2011-07-14,60673.0,60685.0,59452.0,59679.0,59679.0,2363400.0
1788,2004-08-13,21570.0,21706.0,21307.0,21401.0,21401.0,0.0
1716,2004-05-05,20013.0,20342.0,19835.0,20026.0,20026.0,0.0
4996,2017-07-05,63215.0,63485.0,62708.0,63154.0,63154.0,3169900.0
1328,2002-11-08,9859.0,10030.0,9857.0,9860.0,9860.0,0.0
1234,2002-07-01,11138.0,11173.0,10853.0,10892.0,10892.0,0.0
4417,2015-03-05,50472.0,50734.0,50114.0,50365.0,50365.0,2732500.0
42,1997-12-04,10212.0,10212.0,10043.0,10046.0,10046.0,0.0
4479,2015-06-05,53518.0,53518.0,52808.0,52973.0,52973.0,2729100.0
6045,2021-09-22,110252.0,113321.0,110251.0,112282.0,112282.0,12158600.0
3848,2012-11-12,57358.0,57712.0,56988.0,57064.0,57064.0,2071200.0
2653,2008-01-18,57039.0,58291.0,56241.0,57506.0,57506.0,5810600.0
3988,2013-06-12,49777.0,50380.0,48746.0,49181.0,49181.0,7780000.0
4907,2017-02-23,68590.0,69488.0,67279.0,67461.0,67461.0,3977800.0
4629,2016-01-14,38944.0,39502.0,38459.0,39500.0,39500.0,3868600.0
3860,2012-11-30,57845.0,58031.0,56704.0,57475.0,57475.0,5047000.0
5832,2020-11-10,103516.0,105758.0,103453.0,105351.0,105351.0,16665200.0
1388,2003-01-31,10761.0,11004.0,10741.0,10941.0,10941.0,0.0
3092,2009-10-23,66144.0,66982.0,64988.0,65059.0,65059.0,1393800.0
2512,2007-06-21,54030.0,54844.0,53911.0,54657.0,54657.0,103576000.0
1309,2002-10-14,8853.0,8853.0,8430.0,8451.0,8451.0,0.0
5012,2017-07-27,65013.0,65678.0,65013.0,65277.0,65277.0,2483900.0
411,1999-05-05,11267.0,11588.0,11222.0,11578.0,11578.0,0.0
3868,2012-12-12,59626.0,59859.0,59291.0,59474.0,59474.0,4749600.0
2395,2006-12-28,44526.0,44675.0,44373.0,44474.0,44474.0,113108900.0
5009,2017-07-24,64695.0,65104.0,64678.0,65100.0,65100.0,1908900.0
2240,2006-05-24,36104.0,36341.0,34911.0,35792.0,35792.0,0.0
497,1999-09-02,10845.0,11033.0,10754.0,10998.0,10998.0,0.0
147,1998-04-30,11532.0,11784.0,11532.0,11677.0,11677.0,0.0
4795,2016-09-13,58580.0,58580.0,56459.0,56821.0,56821.0,4377800.0
4993,2017-06-30,62238.0,63038.0,62238.0,62900.0,62900.0,2688200.0
3028,2009-07-23,53074.0,54629.0,53065.0,54249.0,54249.0,2061200.0
821,2000-11-29,13921.0,14074.0,13782.0,13788.0,13788.0,0.0
2884,2008-12-19,39535.0,39785.0,38728.0,39131.0,39131.0,1219200.0
3578,2011-10-10,51244.0,53294.0,51244.0,53273.0,53273.0,2180600.0
3356,2010-11-19,70774.0,70898.0,70236.0,70898.0,70898.0,1506400.0
424,1999-05-24,11727.0,11840.0,11104.0,11155.0,11155.0,0.0
2822,2008-09-23,51537.0,51856.0,49289.0,49593.0,49593.0,1648800.0
3239,2010-06-01,63033.0,63033.0,61605.0,61841.0,61841.0,2253800.0
5658,2020-03-02,104260.0,107220.0,103779.0,106625.0,106625.0,8858400.0
2129,2005-12-19,33284.0,33496.0,32908.0,33005.0,33005.0,0.0
5741,2020-07-01,95062.0,96852.0,95062.0,96203.0,96203.0,10163300.0
1251,2002-07-24,9739.0,9973.0,9423.0,9937.0,9937.0,0.0
400,1999-04-20,11194.0,11194.0,10735.0,10989.0,10989.0,0.0
1942,2005-03-22,27419.0,27844.0,26480.0,26618.0,26618.0,0.0
1551,2003-09-17,16280.0,16492.0,16225.0,16492.0,16492.0,0.0
1263,2002-08-09,10315.0,10315.0,9971.0,9986.0,9986.0,0.0
1889,2005-01-03,26193.0,26492.0,25671.0,25722.0,25722.0,0.0
5430,2019-04-01,95423.0,96752.0,95423.0,96054.0,96054.0,3753500.0
5220,2018-05-22,81817.0,83396.0,81613.0,82739.0,82739.0,4785500.0
819,2000-11-27,14340.0,14495.0,13941.0,14008.0,14008.0,0.0
1049,2001-10-15,10775.0,11330.0,10695.0,11329.0,11329.0,0.0
838,2000-12-22,14533.0,14802.0,14532.0,14652.0,14652.0,0.0
2569,2007-09-12,53922.0,54622.0,53718.0,53883.0,53883.0,5599000.0
1147,2002-02-28,14216.0,14221.0,14033.0,14033.0,14033.0,0.0
4675,2016-03-23,51005.0,51005.0,49491.0,49690.0,49690.0,3638700.0
4792,2016-09-08,60129.0,60310.0,59743.0,60232.0,60232.0,3843900.0
1506,2003-07-16,13613.0,13633.0,13435.0,13487.0,13487.0,0.0
1973,2005-05-06,25437.0,25808.0,25437.0,25589.0,25589.0,0.0
128,1998-04-03,11855.0,11855.0,11494.0,11634.0,11634.0,0.0
4824,2016-10-25,64059.0,64266.0,63248.0,63866.0,63866.0,3918100.0
5826,2020-10-30,96579.0,96579.0,93559.0,93952.0,93952.0,10643200.0
2550,2007-08-15,50912.0,51286.0,49106.0,49285.0,49285.0,108086200.0
6075,2021-11-05,103412.0,105555.0,103412.0,104824.0,104824.0,12595000.0
5217,2018-05-17,86537.0,86537.0,83377.0,83622.0,83622.0,5508600.0
3427,2011-03-03,67284.0,68188.0,67284.0,68146.0,68146.0,2254600.0
2793,2008-08-13,54509.0,55492.0,54035.0,54573.0,54573.0,1922800.0
4085,2013-10-28,54156.0,55076.0,54070.0,55073.0,55073.0,5796100.0
3122,2009-12-08,68511.0,68511.0,67470.0,67729.0,67729.0,1550000.0
4820,2016-10-19,63784.0,64089.0,63309.0,63506.0,63506.0,3614000.0
641,2000-03-22,18346.0,18860.0,18314.0,18314.0,18314.0,0.0
1618,2003-12-19,21489.0,21671.0,21381.0,21386.0,21386.0,0.0
1459,2003-05-12,13206.0,13345.0,13096.0,13320.0,13320.0,0.0
4577,2015-10-26,47607.0,47875.0,47105.0,47209.0,47209.0,2451400.0
2725,2008-05-07,70201.0,70545.0,68599.0,69018.0,69018.0,1342600.0
3599,2011-11-10,57561.0,58314.0,57294.0,57322.0,57322.0,1959000.0
1057,2001-10-25,11459.0,11783.0,11307.0,11724.0,11724.0,0.0
2648,2008-01-11,63514.0,63514.0,61942.0,61942.0,61942.0,2920600.0
1225,2002-06-18,11942.0,12116.0,11809.0,11821.0,11821.0,0.0
1722,2004-05-13,18326.0,18619.0,17902.0,18402.0,18402.0,0.0
1578,2003-10-24,17687.0,17835.0,17340.0,17814.0,17814.0,0.0
2926,2009-02-25,38712.0,38933.0,37694.0,38232.0,38232.0,1216400.0
2152,2006-01-20,36857.0,36938.0,36432.0,36695.0,36695.0,0.0
1995,2005-06-08,25026.0,25423.0,24645.0,24702.0,24702.0,0.0
5834,2020-11-12,104810.0,105019.0,102034.0,102175.0,102175.0,10860300.0
572,1999-12-16,14327.0,14681.0,14327.0,14497.0,14497.0,0.0
993,2001-07-27,13825.0,13910.0,13759.0,13910.0,13910.0,0.0
5650,2020-02-17,114381.0,115696.0,114381.0,115309.0,115309.0,0.0
2878,2008-12-11,39009.0,39880.0,38515.0,38519.0,38519.0,1952400.0
4790,2016-09-05,59616.0,59986.0,59402.0,59566.0,59566.0,1824900.0
4369,2014-12-19,48492.0,49658.0,48435.0,49651.0,49651.0,3620400.0
4293,2014-09-03,61900.0,62305.0,61199.0,61837.0,61837.0,4164300.0
4135,2014-01-14,49421.0,49834.0,49263.0,49703.0,49703.0,2887800.0
866,2001-01-31,17725.0,17921.0,17637.0,17673.0,17673.0,0.0
1983,2005-05-20,24827.0,24836.0,24494.0,24522.0,24522.0,0.0
2251,2006-06-08,35262.0,35608.0,34360.0,35438.0,35438.0,0.0
935,2001-05-08,14861.0,14958.0,14656.0,14747.0,14747.0,0.0
748,2000-08-18,17703.0,17780.0,17258.0,17314.0,17314.0,0.0
3809,2012-09-14,61955.0,63428.0,61823.0,62105.0,62105.0,5816200.0
5939,2021-04-22,120064.0,120995.0,119203.0,119371.0,119371.0,8598600.0
4974,2017-06-05,62503.0,62800.0,62010.0,62450.0,62450.0,2421700.0
1211,2002-05-29,12728.0,13003.0,12720.0,12985.0,12985.0,0.0
6012,2021-08-05,121801.0,123541.0,121128.0,121633.0,121633.0,10913000.0
4771,2016-08-09,57637.0,58095.0,57615.0,57689.0,57689.0,3049900.0
4746,2016-07-05,52565.0,52565.0,51510.0,51842.0,51842.0,3121400.0
3309,2010-09-10,66622.0,66920.0,66459.0,66807.0,66807.0,1561000.0
2500,2007-06-04,53423.0,53423.0,52651.0,53243.0,53243.0,90055800.0
3935,2013-03-26,54879.0,55763.0,54879.0,55671.0,55671.0,3755400.0
3426,2011-03-02,66242.0,67282.0,66101.0,67282.0,67282.0,2518600.0
1446,2003-04-23,12455.0,12455.0,12315.0,12394.0,12394.0,0.0
4062,2013-09-25,54425.0,54612.0,53968.0,54261.0,54261.0,3904000.0
5594,2019-11-25,108692.0,108915.0,108080.0,108424.0,108424.0,4512400.0
4639,2016-01-29,38635.0,40406.0,38635.0,40406.0,40406.0,5475700.0
1910,2005-02-02,24150.0,24624.0,24139.0,24605.0,24605.0,0.0
5873,2021-01-13,123996.0,124032.0,121016.0,122040.0,122040.0,10291500.0
463,1999-07-16,11356.0,11413.0,11247.0,11407.0,11407.0,0.0
967,2001-06-21,14534.0,14841.0,14506.0,14823.0,14823.0,0.0
273,1998-10-23,7602.0,7602.0,7268.0,7272.0,7272.0,0.0
5312,2018-10-02,78625.0,81778.0,78625.0,81612.0,81612.0,5929900.0
2615,2007-11-21,62335.0,62335.0,59847.0,60582.0,60582.0,6540600.0
2705,2008-04-07,64447.0,65409.0,63919.0,64176.0,64176.0,909400.0
3982,2013-06-04,53944.0,54289.0,53498.0,54018.0,54018.0,4314600.0
1976,2005-05-11,24765.0,24837.0,24290.0,24699.0,24699.0,0.0
2839,2008-10-16,36835.0,37394.0,33752.0,36442.0,36442.0,2284000.0
4509,2015-07-20,52341.0,52424.0,51525.0,51600.0,51600.0,2635000.0
4131,2014-01-08,50431.0,50793.0,50424.0,50577.0,50577.0,2916500.0
5830,2020-11-06,100751.0,100928.0,99837.0,100799.0,100799.0,8382800.0
2359,2006-11-07,41247.0,41402.0,40863.0,41048.0,41048.0,129699300.0
3307,2010-09-08,66739.0,66739.0,66101.0,66407.0,66407.0,1716000.0
5723,2020-06-04,92993.0,94132.0,92221.0,93829.0,93829.0,11488000.0
2977,2009-05-12,50980.0,51565.0,49808.0,50326.0,50326.0,1852000.0
3158,2010-02-02,66589.0,67321.0,66539.0,67163.0,67163.0,1587800.0
736,2000-08-02,16284.0,16535.0,16121.0,16314.0,16314.0,0.0
4011,2013-07-16,46749.0,47330.0,46417.0,46869.0,46869.0,4775800.0
3145,2010-01-13,70081.0,70626.0,69535.0,70385.0,70385.0,1818800.0
5577,2019-10-29,108189.0,108195.0,107313.0,107556.0,107556.0,4313200.0
507,1999-09-16,11264.0,11288.0,11048.0,11094.0,11094.0,0.0
476,1999-08-04,10271.0,10310.0,10125.0,10172.0,10172.0,0.0
221,1998-08-12,8802.0,9066.0,8400.0,8417.0,8417.0,0.0
2433,2007-02-27,46190.0,46190.0,42571.0,43145.0,43145.0,189354000.0
2476,2007-04-30,49222.0,49482.0,48744.0,48956.0,48956.0,155714300.0
4641,2016-02-02,40564.0,40564.0,38596.0,38596.0,38596.0,4425300.0
5160,2018-02-23,86690.0,87345.0,86138.0,87293.0,87293.0,4178600.0
3127,2009-12-15,69345.0,69515.0,68822.0,69311.0,69311.0,1284200.0
3552,2011-09-01,56498.0,58589.0,56498.0,58118.0,58118.0,4013600.0
1118,2002-01-18,13340.0,13407.0,13262.0,13373.0,13373.0,0.0
1683,2004-03-19,22370.0,22470.0,22217.0,22261.0,22261.0,0.0
1750,2004-06-22,20293.0,20360.0,20070.0,20199.0,20199.0,0.0
3226,2010-05-13,65223.0,65427.0,64738.0,64788.0,64788.0,1798200.0
1657,2004-02-12,23197.0,23374.0,22929.0,23063.0,23063.0,0.0
4449,2015-04-22,53762.0,54848.0,53762.0,54617.0,54617.0,3700600.0
1609,2003-12-08,20882.0,20937.0,20673.0,20889.0,20889.0,0.0
484,1999-08-16,10181.0,10202.0,10070.0,10119.0,10119.0,0.0
1169,2002-04-01,13256.0,13499.0,13068.0,13467.0,13467.0,0.0
1193,2002-05-03,12557.0,12679.0,12431.0,12610.0,12610.0,0.0
4357,2014-12-03,51610.0,52470.0,51610.0,52320.0,52320.0,2724600.0
4149,2014-02-03,47623.0,47623.0,46109.0,46148.0,46148.0,3622100.0
3951,2013-04-18,52887.0,53474.0,52392.0,53166.0,53166.0,4554200.0
6038,2021-09-13,114300.0,117046.0,114300.0,116404.0,116404.0,9253400.0
3292,2010-08-17,66702.0,67666.0,66702.0,67584.0,67584.0,1747000.0
5212,2018-05-10,84284.0,86201.0,84284.0,85861.0,85861.0,4611100.0
3991,2013-06-17,49337.0,50123.0,49074.0,49089.0,49089.0,5324600.0
4285,2014-08-22,58992.0,58992.0,58164.0,58407.0,58407.0,2327300.0
2988,2009-05-27,51840.0,53092.0,51637.0,51792.0,51792.0,1731400.0
3355,2010-11-18,69716.0,70904.0,69716.0,70781.0,70781.0,1881600.0
2890,2009-01-02,37550.0,40265.0,37550.0,40244.0,40244.0,1055200.0
852,2001-01-11,16908.0,17045.0,16797.0,17024.0,17024.0,0.0
4690,2016-04-14,53150.0,53699.0,52242.0,52411.0,52411.0,5492100.0
5044,2017-09-11,73096.0,74636.0,73096.0,74319.0,74319.0,3283100.0
2400,2007-01-08,42249.0,42926.0,42144.0,42830.0,42830.0,114007100.0
1533,2003-08-22,14670.0,14765.0,14589.0,14613.0,14613.0,0.0
3030,2009-07-27,54458.0,54886.0,53943.0,54549.0,54549.0,1108600.0
1869,2004-12-06,25474.0,25709.0,25430.0,25633.0,25633.0,0.0
2835,2008-10-10,37079.0,37079.0,33238.0,35610.0,35610.0,2444600.0
3692,2012-03-28,66032.0,66032.0,64819.0,65079.0,65079.0,2883000.0
3792,2012-08-21,59298.0,60209.0,58684.0,58918.0,58918.0,3926400.0
1444,2003-04-21,,,,,,
3633,2011-12-29,56534.0,56945.0,56313.0,56754.0,56754.0,2779200.0
3435,2011-03-17,66017.0,66950.0,66015.0,66216.0,66216.0,1985000.0
705,2000-06-20,16854.0,16952.0,16708.0,16844.0,16844.0,0.0
3186,2010-03-16,69023.0,69949.0,69022.0,69942.0,69942.0,1302400.0
1188,2002-04-26,13273.0,13367.0,13037.0,13076.0,13076.0,0.0
2310,2006-08-30,36303.0,36520.0,36125.0,36313.0,36313.0,144235600.0
5988,2021-07-01,126802.0,127204.0,124994.0,125666.0,125666.0,9292000.0
5373,2019-01-07,91845.0,92552.0,91288.0,91699.0,91699.0,4565000.0
4750,2016-07-11,53143.0,54021.0,53143.0,53960.0,53960.0,3206300.0
6026,2021-08-25,120210.0,120818.0,119226.0,120818.0,120818.0,7520100.0
2370,2006-11-22,41579.0,41951.0,41308.0,41913.0,41913.0,109892600.0
639,2000-03-20,17511.0,17733.0,17435.0,17526.0,17526.0,0.0
5703,2020-05-07,79072.0,80061.0,78061.0,78119.0,78119.0,13808900.0
1326,2002-11-06,9857.0,9861.0,9583.0,9703.0,9703.0,0.0
3206,2010-04-14,70794.0,71207.0,70628.0,71035.0,71035.0,1758800.0
5264,2018-07-25,79154.0,80437.0,79154.0,80218.0,80218.0,3472700.0
3310,2010-09-13,66807.0,68142.0,66807.0,68031.0,68031.0,2144400.0
945,2001-05-22,15142.0,15197.0,14794.0,14829.0,14829.0,0.0
2320,2006-09-13,36147.0,36726.0,36034.0,36550.0,36550.0,142775800.0
747,2000-08-17,17326.0,17858.0,17321.0,17703.0,17703.0,0.0
4541,2015-09-02,45484.0,46474.0,45445.0,46464.0,46464.0,3740100.0
802,2000-11-02,,,,,,
5583,2019-11-06,108719.0,109633.0,107446.0,108336.0,108336.0,5505500.0
3404,2011-01-31,66697.0,67166.0,66271.0,66575.0,66575.0,2253800.0
3797,2012-08-28,58109.0,58745.0,57976.0,58406.0,58406.0,2728200.0
409,1999-05-03,11351.0,11465.0,11214.0,11437.0,11437.0,0.0
4763,2016-07-28,56853.0,56853.0,55993.0,56667.0,56667.0,3912600.0
5503,2019-07-17,103775.0,104453.0,103712.0,103856.0,103856.0,3818300.0
5233,2018-06-11,72943.0,73716.0,71843.0,72308.0,72308.0,3564300.0
813,2000-11-17,14479.0,14570.0,14091.0,14323.0,14323.0,0.0
2523,2007-07-06,55932.0,56444.0,55932.0,56444.0,56444.0,39105400.0
1105,2002-01-01,,,,,,
806,2000-11-08,14982.0,15191.0,14650.0,14656.0,14656.0,0.0
3556,2011-09-08,56609.0,58242.0,56609.0,57624.0,57624.0,2757000.0
5612,2019-12-19,114313.0,115132.0,113712.0,115131.0,115131.0,5784600.0
5400,2019-02-14,95843.0,98019.0,94915.0,98015.0,98015.0,5222300.0
2064,2005-09-14,28874.0,29152.0,28842.0,29050.0,29050.0,0.0
402,1999-04-22,11004.0,11304.0,10966.0,11084.0,11084.0,0.0
1052,2001-10-18,11260.0,11263.0,10948.0,10995.0,10995.0,0.0
2230,2006-05-10,41981.0,41985.0,41418.0,41752.0,41752.0,0.0
863,2001-01-26,17776.0,17933.0,17591.0,17889.0,17889.0,0.0
254,1998-09-28,6755.0,7036.0,6755.0,6827.0,6827.0,0.0
5292,2018-09-03,76675.0,76675.0,75729.0,76193.0,76193.0,1673300.0
4443,2015-04-13,54214.0,54866.0,54004.0,54240.0,54240.0,3660300.0
2902,2009-01-20,38828.0,39174.0,37272.0,37272.0,37272.0,1417800.0
581,1999-12-29,16391.0,16812.0,16363.0,16773.0,16773.0,0.0
2211,2006-04-13,38426.0,38479.0,37984.0,38082.0,38082.0,0.0
517,1999-09-30,11435.0,11581.0,11106.0,11106.0,11106.0,0.0
4657,2016-02-26,41889.0,42495.0,41417.0,41593.0,41593.0,3274600.0
176,1998-06-10,10369.0,10369.0,9835.0,9868.0,9868.0,0.0
2313,2006-09-04,37330.0,37739.0,37287.0,37693.0,37693.0,83711000.0
5976,2021-06-15,130208.0,130436.0,129304.0,130091.0,130091.0,7211500.0
2618,2007-11-26,60973.0,61560.0,59067.0,59069.0,59069.0,6195600.0
145,1998-04-28,11057.0,11395.0,11057.0,11377.0,11377.0,0.0
6044,2021-09-21,108859.0,110923.0,108859.0,110250.0,110250.0,11247700.0
362,1999-02-25,8955.0,8999.0,8603.0,8674.0,8674.0,0.0
3282,2010-08-03,68517.0,68561.0,67942.0,67997.0,67997.0,1900000.0
6001,2021-07-21,125404.0,126112.0,125247.0,125929.0,125929.0,7148900.0
1221,2002-06-12,12221.0,12400.0,12058.0,12133.0,12133.0,0.0
689,2000-05-29,14541.0,14858.0,14541.0,14773.0,14773.0,0.0
662,2000-04-20,14938.0,15204.0,14938.0,15203.0,15203.0,0.0
1587,2003-11-06,18307.0,18680.0,18307.0,18613.0,18613.0,0.0
4059,2013-09-20,55095.0,55243.0,54019.0,54110.0,54110.0,4421000.0
206,1998-07-22,10923.0,10932.0,10719.0,10912.0,10912.0,0.0
637,2000-03-16,17397.0,17661.0,17397.0,17642.0,17642.0,0.0
550,1999-11-16,13122.0,13208.0,13083.0,13128.0,13128.0,0.0
5437,2019-04-10,96292.0,96902.0,95670.0,95953.0,95953.0,4574600.0
5774,2020-08-17,101348.0,101689.0,98513.0,99595.0,99595.0,10816200.0
6143,2022-02-14,113643.0,114167.0,113358.0,113807.0,113807.0,10757600.0
3519,2011-07-18,59479.0,59479.0,58631.0,58838.0,58838.0,1956400.0
2004,2005-06-21,26046.0,26130.0,25578.0,25722.0,25722.0,0.0
5364,2018-12-19,86617.0,88101.0,85674.0,85674.0,85674.0,5664200.0
1403,2003-02-21,10222.0,10340.0,10144.0,10331.0,10331.0,0.0
370,1999-03-09,9786.0,9802.0,9459.0,9484.0,9484.0,0.0
4167,2014-02-27,46622.0,47781.0,46622.0,47607.0,47607.0,3046300.0
2980,2009-05-15,49447.0,49552.0,48796.0,49007.0,49007.0,1508800.0
1337,2002-11-21,10105.0,10318.0,10086.0,10289.0,10289.0,0.0
5056,2017-09-27,74358.0,74744.0,73125.0,73797.0,73797.0,3788600.0
3731,2012-05-24,54620.0,54820.0,53176.0,54063.0,54063.0,4013800.0
2430,2007-02-22,46097.0,46752.0,46097.0,46452.0,46452.0,121582000.0
2758,2008-06-24,64636.0,65084.0,63713.0,64168.0,64168.0,1128800.0
2415,2007-01-30,43573.0,44065.0,43508.0,44044.0,44044.0,110700200.0
1545,2003-09-09,16051.0,16062.0,15699.0,15718.0,15718.0,0.0
6039,2021-09-14,116405.0,117270.0,115809.0,116181.0,116181.0,9034100.0
2329,2006-09-26,34972.0,35827.0,34972.0,35819.0,35819.0,121505000.0
3089,2009-10-20,67231.0,67231.0,64076.0,65303.0,65303.0,2649200.0
1122,2002-01-24,13239.0,13309.0,13147.0,13162.0,13162.0,0.0
3960,2013-05-02,55919.0,55919.0,55104.0,55322.0,55322.0,5436000.0
1753,2004-06-25,20708.0,20940.0,20669.0,20750.0,20750.0,0.0
508,1999-09-17,11096.0,11345.0,11096.0,11290.0,11290.0,0.0
2611,2007-11-13,61526.0,62933.0,61034.0,62927.0,62927.0,5980600.0
2821,2008-09-22,53055.0,53455.0,51530.0,51541.0,51541.0,1450200.0
2961,2009-04-16,45277.0,46211.0,45277.0,46025.0,46025.0,1770800.0
1404,2003-02-24,10334.0,10454.0,10251.0,10254.0,10254.0,0.0
265,1998-10-13,6528.0,6681.0,6516.0,6618.0,6618.0,0.0
942,2001-05-17,14727.0,15095.0,14725.0,14794.0,14794.0,0.0
2291,2006-08-03,37288.0,37688.0,36893.0,37451.0,37451.0,0.0
2160,2006-02-01,38382.0,38500.0,37886.0,38485.0,38485.0,0.0
4144,2014-01-27,47782.0,48147.0,47493.0,47701.0,47701.0,2936000.0
5536,2019-09-02,101133.0,101611.0,100626.0,100626.0,100626.0,2685400.0
4243,2014-06-24,54194.0,55002.0,54094.0,54281.0,54281.0,3121500.0
3185,2010-03-15,69340.0,69384.0,68623.0,69024.0,69024.0,1453000.0
33,1997-11-21,9189.0,9671.0,9189.0,9422.0,9422.0,0.0
3870,2012-12-14,59320.0,59824.0,59273.0,59605.0,59605.0,3405800.0
5829,2020-11-05,97873.0,100922.0,97872.0,100774.0,100774.0,10455300.0
4638,2016-01-28,38376.0,39100.0,37996.0,38630.0,38630.0,4464600.0
210,1998-07-28,10564.0,10710.0,10234.0,10318.0,10318.0,0.0
6122,2022-01-14,105530.0,107053.0,105028.0,106990.0,106990.0,11457100.0
6061,2021-10-15,113189.0,114776.0,113049.0,114648.0,114648.0,11174900.0
5616,2019-12-27,117205.0,117803.0,115995.0,116534.0,116534.0,3905900.0
455,1999-07-06,11930.0,11937.0,11642.0,11674.0,11674.0,0.0
4224,2014-05-26,52649.0,53044.0,52649.0,52932.0,52932.0,1186800.0
1526,2003-08-13,13597.0,13858.0,13542.0,13682.0,13682.0,0.0
3252,2010-06-21,64442.0,65517.0,64442.0,64829.0,64829.0,1623000.0
546,1999-11-10,12876.0,13150.0,12814.0,13101.0,13101.0,0.0
2351,2006-10-26,39563.0,39843.0,39365.0,39645.0,39645.0,98565000.0
1610,2003-12-09,20889.0,21363.0,20889.0,21260.0,21260.0,0.0
2075,2005-09-29,31318.0,31524.0,30839.0,31209.0,31209.0,0.0
2906,2009-01-26,38130.0,39065.0,37831.0,38509.0,38509.0,1493800.0
2289,2006-08-01,37077.0,37084.0,36536.0,36839.0,36839.0,0.0
801,2000-11-01,14858.0,14859.0,14571.0,14791.0,14791.0,0.0
4498,2015-07-02,52758.0,53357.0,52758.0,53106.0,53106.0,2998100.0
1273,2002-08-23,9710.0,9761.0,9594.0,9676.0,9676.0,0.0
4019,2013-07-26,49068.0,49422.0,48633.0,49422.0,49422.0,3997400.0
1038,2001-09-28,10412.0,10714.0,10412.0,10636.0,10636.0,0.0
4781,2016-08-23,57781.0,58596.0,57781.0,58020.0,58020.0,3635900.0
2534,2007-07-24,58036.0,58057.0,55165.0,55795.0,55795.0,61823000.0
1729,2004-05-24,18288.0,18670.0,18288.0,18669.0,18669.0,0.0
3915,2013-02-26,56616.0,57007.0,56047.0,56949.0,56949.0,4510600.0
6011,2021-08-04,123577.0,123587.0,121072.0,121801.0,121801.0,9164200.0
6083,2021-11-18,102948.0,103757.0,102014.0,102524.0,102524.0,10905700.0
2975,2009-05-08,50066.0,51396.0,50051.0,51396.0,51396.0,1692800.0
4580,2015-10-29,46740.0,46740.0,45628.0,45628.0,45628.0,3082000.0
701,2000-06-14,16365.0,16523.0,16135.0,16366.0,16366.0,0.0
3581,2011-10-14,54603.0,55179.0,54447.0,55030.0,55030.0,2323200.0
2608,2007-11-08,63503.0,65283.0,63140.0,63562.0,63562.0,7195800.0
5008,2017-07-21,64936.0,65150.0,64599.0,64684.0,64684.0,2125500.0
3038,2009-08-06,56385.0,56780.0,55361.0,55755.0,55755.0,1333400.0
5140,2018-01-24,80679.0,83680.0,80679.0,83680.0,83680.0,5503700.0
5552,2019-09-24,104638.0,104893.0,103504.0,103876.0,103876.0,3972200.0
5507,2019-07-23,103949.0,104430.0,103518.0,103704.0,103704.0,4050300.0
5851,2020-12-08,113590.0,114381.0,112820.0,113571.0,113571.0,8810900.0
4464,2015-05-14,56376.0,56921.0,56105.0,56657.0,56657.0,3209800.0
2719,2008-04-28,65191.0,66025.0,65191.0,65678.0,65678.0,1183000.0
4753,2016-07-14,54601.0,55634.0,54601.0,55481.0,55481.0,4408500.0
